Date,Transaction Type,No.,Name,Debit,Credit,transaction_id
2015-05-22,Cheque Expense,0,ASIC,243.00,243.00,447
2015-05-28,Cheque Expense,0,Transfer Money,2000.00,2000.00,448
2015-05-29,Journal Entry,65,None,129.57,129.57,449
2015-05-31,Journal Entry,68,None,1.00,1.00,450
2015-06-02,Cheque Expense,0,Transfer Money,13200.00,13200.00,451
2015-06-04,Cheque Expense,0,Transfer Money,3000.00,3000.00,452
2015-06-05,Cheque Expense,0,Transfer Money,1000.00,1000.00,453
2015-06-08,Cheque Expense,28,ANZ Bank,2.50,2.50,454
2015-06-11,Cheque Expense,0,Transfer Money,12803.29,12803.29,455
2015-06-12,Cheque Expense,0,Transfer Money,1000.00,1000.00,456
2015-06-19,Cheque Expense,0,Transfer Money,1000.00,1000.00,457
2015-06-22,Cheque Expense,0,Transfer Money,12000.00,12000.00,458
2015-06-24,Cheque Expense,0,Transfer Money,24000.00,24000.00,459
2015-06-25,Cheque Expense,0,Transfer Money,17000.00,17000.00,460
2015-06-26,Cheque Expense,0,Transfer Money,1000.00,1000.00,461
2015-06-26,Journal Entry,66,None,125000.00,125000.00,462
2015-06-28,Journal Entry,63,None,13947.92,13947.92,463
2015-06-30,Journal Entry,71,None,97.05,97.05,464
2015-06-30,Journal Entry,76,None,0.95,0.95,465
2015-07-03,Cheque Expense,0,Transfer Money,1000.00,1000.00,466
2015-07-08,Cheque Expense,29,ANZ Bank,2.50,2.50,467
2015-07-09,Cheque Expense,0,Transfer Money,2000.00,2000.00,468
2015-07-10,Cheque Expense,0,Transfer Money,1000.00,1000.00,469
2015-07-13,Cheque Expense,0,Transfer Money,19031.94,19031.94,470
2015-07-15,Cheque Expense,0,Transfer Money,50000.00,50000.00,471
2015-07-16,Cheque Expense,0,Transfer Money,49000.00,49000.00,472
2015-07-17,Cheque Expense,0,Transfer Money,1000.00,1000.00,473
2015-07-17,Journal Entry,72,None,500.00,500.00,474
2015-07-31,Journal Entry,73,None,70.12,70.12,475
2015-07-31,Journal Entry,77,None,0.98,0.98,476
2015-08-04,Cheque Expense,0,Transfer Money,228772.60,228772.60,477
2015-08-04,Journal Entry,74,None,3772.60,3772.60,478
2015-08-08,Cheque Expense,30,ANZ Bank,2.50,2.50,479
2015-08-31,Journal Entry,75,None,395.85,395.85,480
2015-09-08,Cheque Expense,31,ANZ Bank,2.50,2.50,481
2015-09-21,Journal Entry,70,None,800.00,800.00,482
2015-09-27,Cheque Expense,0,Australian Taxation Office,21.40,21.40,483
2015-09-27,Journal Entry,69,None,1000.00,1000.00,484
2015-09-28,Cheque Expense,0,Australian Taxation Office,804.00,804.00,485
2015-09-30,Journal Entry,78,None,424.76,424.76,486
2015-10-08,Cheque Expense,32,ANZ Bank,2.50,2.50,487
2015-10-27,Cheque Expense,0,Australian Taxation Office,756.00,756.00,488
2015-10-30,Journal Entry,79,None,439.73,439.73,489
2015-11-08,Cheque Expense,33,ANZ Bank,2.50,2.50,490
2015-11-30,Journal Entry,80,None,426.36,426.36,491
2015-12-08,Cheque Expense,34,ANZ Bank,2.50,2.50,492
2015-12-29,Journal Entry,81,None,49985.00,49985.00,493
2015-12-30,Cheque Expense,0,Transfer Money,49000.00,49000.00,494
2015-12-31,Journal Entry,82,None,49345.14,49345.14,495
2015-12-31,Journal Entry,84,None,447.42,447.42,496
2016-01-06,Cheque Expense,0,Transfer Money,50000.00,50000.00,497
2016-01-08,Cheque Expense,35,ANZ Bank,2.50,2.50,498
2016-01-08,Journal Entry,83,None,0.97,0.97,499
2016-01-31,Journal Entry,85,None,616.01,616.01,500
2016-02-08,Cheque Expense,36,ANZ Bank,2.50,2.50,501
2016-02-19,Cheque Expense,0,Transfer Money,250.00,250.00,502
2016-02-26,Cheque Expense,0,Australian Taxation Office,756.00,756.00,503
2016-02-29,Journal Entry,86,None,591.79,591.79,504
2016-03-08,Cheque Expense,37,ANZ Bank,2.50,2.50,505
2016-03-31,Journal Entry,87,None,633.73,633.73,506
2016-04-08,Cheque Expense,38,ANZ Bank,2.50,2.50,507
2016-04-10,Cheque Expense,0,ASIC,246.00,246.00,508
2016-04-10,Cheque Expense,0,Transfer Money,250.00,250.00,509
2016-04-11,Journal Entry,88,None,1000.00,1000.00,510
2016-04-15,Cheque Expense,0,Australian Taxation Office,756.00,756.00,511
2016-04-30,Journal Entry,90,None,613.17,613.17,512
2016-05-07,Journal Entry,64,None,0.47,0.47,513
2016-05-08,Cheque Expense,39,ANZ Bank,2.50,2.50,514
2016-05-27,Journal Entry,89,None,147.41,147.41,515
2016-05-31,Journal Entry,91,None,575.10,575.10,516
2016-06-08,Cheque Expense,40,ANZ Bank,2.50,2.50,517
2016-06-12,Journal Entry,65,None,21401.80,21401.80,518
2016-06-30,Journal Entry,67,None,17857.14,17857.14,519
2016-06-30,Journal Entry,68,None,22.35,22.35,520
2016-06-30,Journal Entry,92,None,10.03,10.03,521
2016-06-30,Journal Entry,93,None,546.50,546.50,522
2016-07-06,Cheque Expense,0,Transfer Money,21000.00,21000.00,523
2016-07-08,Cheque Expense,0,ANZ Bank,2.50,2.50,524
2016-07-09,Cheque Expense,0,Transfer Money,17000.00,17000.00,525
2016-07-29,Journal Entry,95,None,3.34,3.34,526
2016-07-31,Journal Entry,94,None,589.86,589.86,527
2016-08-02,Cheque Expense,0,Australian Taxation Office,732.00,732.00,528
2016-08-02,Journal Entry,96,None,400.00,400.00,529
2016-08-08,Cheque Expense,0,Transfer Money,150000.00,150000.00,530
2016-08-08,Cheque Expense,42,ANZ Bank,2.50,2.50,531
2016-08-08,Journal Entry,97,None,14000.00,14000.00,532
2016-08-09,Cheque Expense,0,Transfer Money,28000.00,28000.00,533
2016-08-15,Cheque Expense,0,Transfer Money,3000.00,3000.00,534
2016-08-15,Journal Entry,98,None,10000.00,10000.00,535
2016-08-17,Cheque Expense,0,Transfer Money,30000.00,30000.00,536
2016-08-17,Journal Entry,99,None,50000.00,50000.00,537
2016-08-22,Cheque Expense,0,Transfer Money,27000.00,27000.00,538
2016-08-31,Journal Entry,103,None,344.95,344.95,539
2016-08-31,Journal Entry,113,None,0.37,0.37,540
2016-09-08,Cheque Expense,43,ANZ Bank,2.50,2.50,541
2016-09-08,Journal Entry,100,None,0.42,0.42,542
2016-09-15,Journal Entry,101,None,30000.00,30000.00,543
2016-09-16,Cheque Expense,0,Transfer Money,30000.00,30000.00,544
2016-09-17,Journal Entry,105,None,17000.00,17000.00,545
2016-09-30,Journal Entry,104,None,238.67,238.67,546
2016-10-07,Journal Entry,102,None,0.08,0.08,547
2016-10-08,Cheque Expense,44,ANZ Bank,2.50,2.50,548
2016-10-17,Journal Entry,106,None,20000.00,20000.00,549
2016-10-29,Cheque Expense,0,Australian Taxation Office,743.00,743.00,550
2016-10-29,Journal Entry,66,None,1000.00,1000.00,551
2016-10-31,Journal Entry,107,None,231.12,231.12,552
2016-11-08,Cheque Expense,45,ANZ Bank,2.50,2.50,553
2016-11-11,Cheque Expense,0,Transfer Money,6000.00,6000.00,554
2016-11-11,Journal Entry,108,None,3000.00,3000.00,555
2016-11-11,Journal Entry,110,None,1519.00,1519.00,556
2016-11-11,Journal Entry,111,None,1098.00,1098.00,557
2016-11-14,Cheque Expense,0,Transfer Money,3000.00,3000.00,558
2016-11-18,Cheque Expense,0,Transfer Money,3000.00,3000.00,559
2016-11-30,Cheque Expense,0,Transfer Money,1925.00,1925.00,560
2016-11-30,Journal Entry,109,None,246.45,246.45,561
2016-12-05,Cheque Expense,0,Transfer Money,100000.00,100000.00,562
2016-12-06,Cheque Expense,0,Transfer Money,100000.00,100000.00,563
2016-12-08,Cheque Expense,46,ANZ Bank,2.50,2.50,564
2016-12-08,Journal Entry,112,None,0.32,0.32,565
2016-12-12,Cheque Expense,0,Transfer Money,1000.00,1000.00,566
2016-12-22,Cheque Expense,0,Transfer Money,4000.00,4000.00,567
2016-12-24,Cheque Expense,0,Transfer Money,140.00,140.00,568
2016-12-30,Cheque Expense,0,Transfer Money,2000.00,2000.00,569
2016-12-31,Journal Entry,114,None,136.33,136.33,570
2017-01-03,Cheque Expense,0,Transfer Money,2000.00,2000.00,571
2017-01-04,Cheque Expense,0,Transfer Money,5000.00,5000.00,572
2017-01-06,Cheque Expense,0,ANZ Bank,2.50,2.50,573
2017-01-06,Journal Entry,123,None,0.05,0.05,574
2017-01-09,Cheque Expense,0,Transfer Money,5000.00,5000.00,575
2017-01-25,Cheque Expense,0,Transfer Money,7000.00,7000.00,576
2017-01-27,Cheque Expense,0,Transfer Money,7000.00,7000.00,577
2017-01-31,Journal Entry,115,None,104.21,104.21,578
2017-02-08,Cheque Expense,48,ANZ Bank,2.50,2.50,579
2017-02-08,Journal Entry,118,None,0.05,0.05,580
2017-02-14,Journal Entry,119,None,3000.00,3000.00,581
2017-02-15,Cheque Expense,0,Transfer Money,3000.00,3000.00,582
2017-02-21,Journal Entry,120,None,9000.00,9000.00,583
2017-02-22,Cheque Expense,0,Transfer Money,9000.00,9000.00,584
2017-02-23,Journal Entry,121,None,25000.00,25000.00,585
2017-02-27,Cheque Expense,0,Transfer Money,25000.00,25000.00,586
2017-02-28,Journal Entry,137,None,75.31,75.31,587
2017-03-06,Cheque Expense,0,Transfer Money,152545.89,152545.89,588
2017-03-06,Journal Entry,133,None,2545.89,2545.89,589
2017-03-08,Cheque Expense,49,ANZ Bank,2.50,2.50,590
2017-03-08,Journal Entry,122,None,0.24,0.24,591
2017-03-13,Journal Entry,124,None,3000.00,3000.00,592
2017-03-15,Cheque Expense,0,Transfer Money,3000.00,3000.00,593
2017-03-15,Journal Entry,125,None,50000.00,50000.00,594
2017-03-16,Cheque Expense,0,Transfer Money,50000.00,50000.00,595
2017-03-20,Journal Entry,126,None,50000.00,50000.00,596
2017-03-22,Cheque Expense,0,Transfer Money,50000.00,50000.00,597
2017-03-31,Journal Entry,117,None,153.74,153.74,598
2017-03-31,Journal Entry,127,None,5000.00,5000.00,599
2017-04-03,Cheque Expense,0,Transfer Money,5000.00,5000.00,600
2017-04-03,Journal Entry,116,None,20000.00,20000.00,601
2017-04-04,Journal Entry,134,None,12000.00,12000.00,602
2017-04-07,Journal Entry,129,None,0.47,0.47,603
2017-04-08,Cheque Expense,50,ANZ Bank,2.50,2.50,604
2017-04-10,Cheque Expense,0,ASIC,249.00,249.00,605
2017-04-10,Journal Entry,130,None,10.00,10.00,606
2017-04-10,Journal Entry,131,None,250.00,250.00,607
2017-04-22,Cheque Expense,0,Transfer Money,2000.00,2000.00,608
2017-04-22,Journal Entry,128,None,750.00,750.00,609
2017-04-22,Journal Entry,132,None,740.00,740.00,610
2017-04-24,Cheque Expense,0,Australian Taxation Office,1486.00,1486.00,611
2017-04-25,Cheque Expense,0,Transfer Money,1500.00,1500.00,612
2017-04-26,Cheque Expense,0,Transfer Money,500.00,500.00,613
2017-04-30,Journal Entry,135,None,140.52,140.52,614
2017-05-03,Cheque Expense,0,Transfer Money,3000.00,3000.00,615
2017-05-05,Cheque Expense,0,ING Direct,25000.00,25000.00,616
2017-05-05,Cheque Expense,0,Transfer Money,28000.00,28000.00,617
2017-05-08,Cheque Expense,0,ANZ Bank,0.80,0.80,618
2017-05-08,Cheque Expense,51,ANZ Bank,2.50,2.50,619
2017-05-08,Journal Entry,138,None,0.02,0.02,620
2017-05-29,Cheque Expense,0,ING Direct,3000.00,3000.00,621
2017-05-30,Cheque Expense,0,Transfer Money,3000.00,3000.00,622
2017-05-31,Journal Entry,136,None,106.93,106.93,623
2017-06-08,Cheque Expense,52,ANZ Bank,2.50,2.50,624
2017-06-08,Journal Entry,139,None,0.01,0.01,625
2017-06-14,Cheque Expense,0,Transfer Money,3000.00,3000.00,626
2017-06-15,Cheque Expense,0,Transfer Money,3000.00,3000.00,627
2017-06-27,Journal Entry,141,None,310000.00,310000.00,628
2017-06-28,Journal Entry,140,None,213.30,213.30,629
2017-06-30,Journal Entry,142,None,12.74,12.74,630
2017-06-30,Journal Entry,143,None,93.96,93.96,631
2017-06-30,Journal Entry,75,None,3600.00,3600.00,632
2017-07-03,Cheque Expense,0,Transfer Money,107397.17,107397.17,633
2017-07-07,Cheque Expense,0,Transfer Money,100000.00,100000.00,634
2017-07-07,Journal Entry,144,None,0.19,0.19,635
2017-07-08,Cheque Expense,53,ANZ Bank,2.50,2.50,636
2017-07-13,Cheque Expense,0,Transfer Money,52800.00,52800.00,637
2017-07-17,Cheque Expense,0,Transfer Money,50000.00,50000.00,638
2017-07-19,Cheque Expense,0,Transfer Money,40000.00,40000.00,639
2017-07-21,Cheque Expense,0,Transfer Money,30000.00,30000.00,640
2017-07-21,Journal Entry,147,None,1400.00,1400.00,641
2017-07-31,Journal Entry,146,None,44.94,44.94,642
2017-07-31,Journal Entry,148,None,102.97,102.97,643
2017-08-02,Cheque Expense,0,Australian Taxation Office,638.00,638.00,644
2017-08-02,Journal Entry,145,None,650.00,650.00,645
2017-08-08,Cheque Expense,54,ANZ Bank,2.50,2.50,646
2017-08-08,Journal Entry,149,None,0.04,0.04,647
2017-08-10,Cheque Expense,0,Transfer Money,10000.00,10000.00,648
2017-08-10,Journal Entry,150,None,4000.00,4000.00,649
2017-08-10,Journal Entry,151,None,10000.00,10000.00,650
2017-08-11,Cheque Expense,0,Transfer Money,4000.00,4000.00,651
2017-08-11,Journal Entry,69,None,19238.46,19238.46,652
2017-08-14,Journal Entry,152,None,50000.00,50000.00,653
2017-08-15,Cheque Expense,0,Transfer Money,44000.00,44000.00,654
2017-08-18,Cheque Expense,0,Transfer Money,44000.00,44000.00,655
2017-08-18,Journal Entry,153,None,27000.00,27000.00,656
2017-08-18,Journal Entry,154,None,19000.00,19000.00,657
2017-08-18,Journal Entry,156,None,150000.00,150000.00,658
2017-08-21,Cheque Expense,0,Transfer Money,27000.00,27000.00,659
2017-08-22,Journal Entry,70,None,21255.68,21255.68,660
2017-08-23,Cheque Expense,0,Transfer Money,70053.44,70053.44,661
2017-08-23,Journal Entry,71,None,21456.31,21456.31,662
2017-08-23,Journal Entry,72,None,42431.12,42431.12,663
2017-08-23,Journal Entry,73,None,21225.59,21225.59,664
2017-08-23,Journal Entry,74,None,21446.28,21446.28,665
2017-08-24,Journal Entry,155,None,70100.00,70100.00,666
2017-08-28,Cheque Expense,0,Transfer Money,25000.00,25000.00,667
2017-08-28,Journal Entry,158,None,1700.00,1700.00,668
2017-08-30,Cheque Expense,0,Transfer Money,4500.00,4500.00,669
2017-08-31,Journal Entry,157,None,15.53,15.53,670
2017-08-31,Journal Entry,159,None,51.68,51.68,671
2017-09-05,Journal Entry,76,None,23701.24,23701.24,672
2017-09-07,Cheque Expense,0,Transfer Money,50201.24,50201.24,673
2017-09-08,Cheque Expense,0,ANZ Bank,0.60,0.60,674
2017-09-08,Cheque Expense,55,ANZ Bank,2.50,2.50,675
2017-09-08,Journal Entry,177,None,0.62,0.62,676
2017-09-14,Journal Entry,163,None,1300.00,1300.00,677
2017-09-15,Journal Entry,178,None,488.40,488.40,678
2017-09-15,Journal Entry,77,None,697.71,697.71,679
2017-09-20,Journal Entry,179,None,453.08,453.08,680
2017-09-20,Journal Entry,78,None,647.26,647.26,681
2017-09-25,Cheque Expense,0,Transfer Money,3600.00,3600.00,682
2017-09-29,Cheque Expense,0,Transfer Money,3500.00,3500.00,683
2017-09-29,Journal Entry,164,None,3.96,3.96,684
2017-09-30,Journal Entry,199,None,2.79,2.79,685
2017-10-02,Journal Entry,180,None,466.52,466.52,686
2017-10-02,Journal Entry,79,None,666.46,666.46,687
2017-10-08,Cheque Expense,56,ANZ Bank,2.50,2.50,688
2017-10-09,Journal Entry,181,None,479.88,479.88,689
2017-10-09,Journal Entry,80,None,685.54,685.54,690
2017-10-10,Cheque Expense,0,Transfer Money,950.00,950.00,691
2017-10-11,Cheque Expense,0,Transfer Money,190.00,190.00,692
2017-10-11,Journal Entry,182,None,2250.00,2250.00,693
2017-10-12,Cheque Expense,0,Transfer Money,2250.00,2250.00,694
2017-10-13,Journal Entry,165,None,9500.00,9500.00,695
2017-10-31,Journal Entry,166,None,2.35,2.35,696
2017-10-31,Journal Entry,201,None,0.94,0.94,697
2017-11-06,Cheque Expense,0,Transfer Money,9500.00,9500.00,698
2017-11-08,Cheque Expense,57,ANZ Bank,2.50,2.50,699
2017-11-13,Journal Entry,183,None,10.00,10.00,700
2017-11-30,Journal Entry,167,None,0.78,0.78,701
2017-11-30,Journal Entry,202,None,0.02,0.02,702
2017-12-04,Cheque Expense,0,Australian Taxation Office,724.00,724.00,703
2017-12-04,Journal Entry,184,None,730.00,730.00,704
2017-12-08,Cheque Expense,58,ANZ Bank,2.50,2.50,705
2017-12-15,Journal Entry,185,None,483.08,483.08,706
2017-12-15,Journal Entry,81,None,690.11,690.11,707
2017-12-20,Journal Entry,186,None,447.48,447.48,708
2017-12-20,Journal Entry,82,None,639.26,639.26,709
2017-12-22,Journal Entry,168,None,900.00,900.00,710
2017-12-31,Journal Entry,203,None,0.02,0.02,711
2018-01-02,Cheque Expense,0,Transfer Money,1400.00,1400.00,712
2018-01-02,Journal Entry,187,None,461.44,461.44,713
2018-01-02,Journal Entry,83,None,659.20,659.20,714
2018-01-08,Cheque Expense,59,ANZ Bank,2.50,2.50,715
2018-01-08,Journal Entry,169,None,8000.00,8000.00,716
2018-01-08,Journal Entry,170,None,460.00,460.00,717
2018-01-08,Journal Entry,188,None,463.88,463.88,718
2018-01-08,Journal Entry,84,None,662.69,662.69,719
2018-01-17,Cheque Expense,0,Transfer Money,3440.00,3440.00,720
2018-01-17,Journal Entry,171,None,2000.00,2000.00,721
2018-01-17,Journal Entry,172,None,1440.00,1440.00,722
2018-01-17,Journal Entry,189,None,1443.20,1443.20,723
2018-01-31,Journal Entry,173,None,2.67,2.67,724
2018-01-31,Journal Entry,204,None,0.02,0.02,725
2018-02-08,Cheque Expense,0,Transfer Money,8470.00,8470.00,726
2018-02-08,Cheque Expense,60,ANZ Bank,2.50,2.50,727
2018-02-28,Journal Entry,174,None,0.92,0.92,728
2018-02-28,Journal Entry,205,None,0.02,0.02,729
2018-03-08,Cheque Expense,61,ANZ Bank,2.50,2.50,730
2018-03-15,Journal Entry,190,None,481.20,481.20,731
2018-03-15,Journal Entry,85,None,687.43,687.43,732
2018-03-19,Cheque Expense,0,Transfer Money,480.00,480.00,733
2018-03-20,Journal Entry,191,None,448.44,448.44,734
2018-03-20,Journal Entry,86,None,640.63,640.63,735
2018-03-22,Journal Entry,175,None,450.00,450.00,736
2018-03-22,Journal Entry,192,None,6000.00,6000.00,737
2018-03-22,Journal Entry,193,None,400.00,400.00,738
2018-03-22,Journal Entry,194,None,9000.00,9000.00,739
2018-03-22,Journal Entry,87,None,15783.77,15783.77,740
2018-03-26,Cheque Expense,0,Transfer Money,16233.77,16233.77,741
2018-03-26,Journal Entry,176,None,41100.00,41100.00,742
2018-03-26,Journal Entry,195,None,41072.29,41072.29,743
2018-03-27,Journal Entry,88,None,41072.29,41072.29,744
2018-03-27,Journal Entry,90,None,1409.08,1409.08,745
2018-03-31,Journal Entry,206,None,0.02,0.02,746
2018-04-03,Journal Entry,198,None,461.88,461.88,747
2018-04-03,Journal Entry,88,None,659.83,659.83,748
2018-04-06,Journal Entry,196,None,0.17,0.17,749
2018-04-08,Cheque Expense,62,ANZ Bank,2.50,2.50,750
2018-04-09,Cheque Expense,0,Transfer Money,970.00,970.00,751
2018-04-09,Journal Entry,197,None,471.56,471.56,752
2018-04-09,Journal Entry,89,None,673.66,673.66,753
2018-04-16,Cheque Expense,0,Transfer Money,1000.00,1000.00,754
2018-04-19,Cheque Expense,0,Transfer Money,1500.00,1500.00,755
2018-04-28,Cheque Expense,0,ASIC,254.00,254.00,756
2018-04-28,Cheque Expense,0,Australian Taxation Office,724.00,724.00,757
2018-04-28,Journal Entry,200,None,250.00,250.00,758
2018-04-28,Journal Entry,89,None,730.00,730.00,759
2018-04-30,Journal Entry,103,None,15.30,15.30,760
2018-04-30,Journal Entry,96,None,0.02,0.02,761
2018-05-07,Cheque Expense,0,Transfer Money,12000.00,12000.00,762
2018-05-08,Cheque Expense,63,ANZ Bank,2.50,2.50,763
2018-05-15,Cheque Expense,0,Transfer Money,1000.00,1000.00,764
2018-05-28,Cheque Expense,0,Transfer Money,1000.00,1000.00,765
2018-05-31,Journal Entry,104,None,9.40,9.40,766
2018-05-31,Journal Entry,93,None,0.02,0.02,767
2018-06-07,Cheque Expense,0,Transfer Money,20000.00,20000.00,768
2018-06-08,Cheque Expense,64,ANZ Bank,2.50,2.50,769
2018-06-13,Cheque Expense,0,Transfer Money,2500.00,2500.00,770
2018-06-15,Journal Entry,91,None,1686.21,1686.21,771
2018-06-20,Journal Entry,94,None,672.00,672.00,772
2018-06-21,Journal Entry,105,None,14300.00,14300.00,773
2018-06-22,Journal Entry,90,None,18500.00,18500.00,774
2018-06-27,Cheque Expense,0,Transfer Money,33900.00,33900.00,775
2018-06-27,Journal Entry,106,None,175000.00,175000.00,776
2018-06-27,Journal Entry,92,None,31347.88,31347.88,777
2018-06-28,Journal Entry,95,None,31500.00,31500.00,778
2018-06-29,Journal Entry,91,None,0.82,0.82,779
2018-06-29,Journal Entry,92,None,6.07,6.07,780
2018-06-29,Journal Entry,94,None,31347.88,31347.88,781
2018-06-30,Journal Entry,107,None,0.02,0.02,782
2018-06-30,Journal Entry,Conversion,None,70514.29,70514.29,783
2018-07-04,Journal Entry,108,None,31600.00,31600.00,784
2018-07-06,Cheque Expense,0,Transfer Money,31642.78,31642.78,785
2018-07-06,Journal Entry,98,None,31642.78,31642.78,786
2018-07-09,Journal Entry,99,None,697.60,697.60,787
2018-07-11,Cheque Expense,0,Transfer Money,2500.00,2500.00,788
2018-07-19,Cheque Expense,0,Transfer Money,650.00,650.00,789
2018-07-23,Cheque Expense,0,Australian Taxation Office,31.00,31.00,790
2018-07-23,Journal Entry,109,None,50.00,50.00,791
2018-07-24,Cheque Expense,0,Transfer Money,31597.62,31597.62,792
2018-07-24,Journal Entry,97,None,32000.00,32000.00,793
2018-07-25,Journal Entry,100,None,31597.62,31597.62,794
2018-07-31,Journal Entry,106,None,50.26,50.26,795
2018-07-31,Journal Entry,108,None,0.02,0.02,796
2018-07-31,Journal Entry,110,None,0.40,0.40,797
2018-08-01,Cheque Expense,0,Transfer Money,1420.00,1420.00,798
2018-08-09,Cheque Expense,0,Transfer Money,7000.00,7000.00,799
2018-08-10,Cheque Expense,0,Transfer Money,7000.00,7000.00,800
2018-08-15,Cheque Expense,0,Transfer Money,2000.00,2000.00,801
2018-08-15,Journal Entry,98,None,1000.00,1000.00,802
2018-08-22,Cheque Expense,0,Transfer Money,1000.00,1000.00,803
2018-08-31,Journal Entry,109,None,0.02,0.02,804
2018-08-31,Journal Entry,99,None,34.30,34.30,805
2018-09-11,Cheque Expense,0,Transfer Money,12000.00,12000.00,806
2018-09-17,Journal Entry,97,None,1555.26,1555.26,807
2018-09-20,Journal Entry,95,None,684.86,684.86,808
2018-09-26,Cheque Expense,0,Transfer Money,1000.00,1000.00,809
2018-09-28,Journal Entry,100,None,27.05,27.05,810
2018-09-30,Journal Entry,110,None,0.02,0.02,811
2018-10-01,Journal Entry,101,None,1058.66,1058.66,812
2018-10-03,Cheque Expense,0,Transfer Money,1000.00,1000.00,813
2018-10-08,Journal Entry,96,None,699.14,699.14,814
2018-10-09,Cheque Expense,0,Transfer Money,3000.00,3000.00,815
2018-10-15,Cheque Expense,0,Transfer Money,1000.00,1000.00,816
2018-10-31,Journal Entry,111,None,0.02,0.02,817
2018-10-31,Journal Entry,94,None,29.36,29.36,818
2018-11-15,Cheque Expense,0,Transfer Money,1500.00,1500.00,819
2018-11-16,Cheque Expense,0,Transfer Money,3000.00,3000.00,820
2018-11-30,Journal Entry,101,None,25.71,25.71,821
2018-11-30,Journal Entry,112,None,0.02,0.02,822
2018-12-11,Cheque Expense,0,Transfer Money,13500.00,13500.00,823
2018-12-13,Cheque Expense,0,Transfer Money,1500.00,1500.00,824
2018-12-14,Journal Entry,103,None,31368.93,31368.93,825
2018-12-14,Journal Entry,111,None,35000.00,35000.00,826
2018-12-17,Cheque Expense,0,Transfer Money,7500.00,7500.00,827
2018-12-17,Journal Entry,102,None,1509.60,1509.60,828
2018-12-18,Cheque Expense,0,Transfer Money,36018.93,36018.93,829
2018-12-20,Journal Entry,103,None,660.17,660.17,830
2018-12-21,Cheque Expense,0,Transfer Money,500.00,500.00,831
2018-12-24,Journal Entry,104,None,1479.00,1479.00,832
2018-12-31,Cheque Expense,0,Transfer Money,1490.00,1490.00,833
2018-12-31,Journal Entry,104,None,1023.17,1023.17,834
2018-12-31,Journal Entry,105,None,0.58,0.58,835
2018-12-31,Journal Entry,113,None,0.02,0.02,836
2018-12-31,Journal Entry,95,None,15.43,15.43,837
2019-01-02,Cheque Expense,0,Transfer Money,1700.00,1700.00,838
2019-01-03,Cheque Expense,0,Transfer Money,1000.00,1000.00,839
2019-01-07,Cheque Expense,0,Transfer Money,2000.00,2000.00,840
2019-01-07,Journal Entry,105,None,943.33,943.33,841
2019-01-09,Cheque Expense,0,Transfer Money,4570.00,4570.00,842
2019-01-21,Cheque Expense,0,Transfer Money,2000.00,2000.00,843
2019-01-29,Cheque Expense,0,Transfer Money,7500.00,7500.00,844
2019-01-31,Journal Entry,107,None,5.21,5.21,845
2019-01-31,Journal Entry,114,None,0.02,0.02,846
2019-02-04,Cheque Expense,0,Transfer Money,1500.00,1500.00,847
2019-02-07,Cheque Expense,0,Transfer Money,4000.00,4000.00,848
2019-02-13,Cheque Expense,0,Transfer Money,140.00,140.00,849
2019-02-14,Journal Entry,102,None,4000.00,4000.00,850
2019-02-21,Cheque Expense,0,Transfer Money,600.00,600.00,851
2019-02-26,Cheque Expense,0,NAB Hybrid Application,50000.00,50000.00,852
2019-02-26,Journal Entry,103,None,50000.00,50000.00,853
2019-02-27,Cheque Expense,0,Transfer Money,50000.00,50000.00,854
2019-02-27,Journal Entry,96,None,50000.00,50000.00,855
2019-02-28,Journal Entry,120,None,0.02,0.02,856
2019-02-28,Journal Entry,97,None,0.83,0.83,857
2019-03-01,Cheque Expense,0,Transfer Money,30000.00,30000.00,858
2019-03-01,Journal Entry,104,None,30000.00,30000.00,859
2019-03-08,Cheque Expense,0,Transfer Money,1000.00,1000.00,860
2019-03-13,Cheque Expense,0,Transfer Money,5500.00,5500.00,861
2019-03-14,Cheque Expense,0,Transfer Money,10000.00,10000.00,862
2019-03-18,Cheque Expense,0,Transfer Money,1250.00,1250.00,863
2019-03-18,Journal Entry,106,None,1780.29,1780.29,864
2019-03-20,Cheque Expense,0,Transfer Money,470.00,470.00,865
2019-03-20,Journal Entry,109,None,666.97,666.97,866
2019-03-21,Journal Entry,107,None,34000.00,34000.00,867
2019-03-21,Journal Entry,108,None,16000.00,16000.00,868
2019-03-22,Cheque Expense,0,Transfer Money,21000.00,21000.00,869
2019-03-22,Journal Entry,115,None,5000.00,5000.00,870
2019-03-25,Cheque Expense,0,Transfer Money,2000.00,2000.00,871
2019-03-25,Journal Entry,98,None,2000.00,2000.00,872
2019-03-29,Cheque Expense,0,ANZ Bank,3.60,3.60,873
2019-03-29,Journal Entry,160,None,0.06,0.06,874
2019-03-29,Journal Entry,161,None,4.50,4.50,875
2019-03-31,Journal Entry,100,None,9.22,9.22,876
2019-04-01,Journal Entry,110,None,1034.14,1034.14,877
2019-04-01,Journal Entry,99,None,10.00,10.00,878
2019-04-08,Cheque Expense,0,Transfer Money,2190.00,2190.00,879
2019-04-08,Journal Entry,1,None,961.24,961.24,880
2019-04-11,Cheque Expense,0,Transfer Money,1200.00,1200.00,881
2019-04-15,Cheque Expense,0,Transfer Money,500.00,500.00,882
2019-04-26,Journal Entry,162,None,40000.00,40000.00,883
