Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
07/02/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"4,000.00  ",140.94  
13/02/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,140.00  ,0.94  
14/02/2019,Journal Entry,102,,Deposit,ANZ  Online Saver,"4,000.00  ",,"4,000.94  "
21/02/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,600.00  ,"3,400.94  "
27/02/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,"50,000.00  ",,"53,400.94  "
28/02/2019,Journal Entry,97,,Deposit,ANZ  Online Saver,0.83  ,,"53,401.77  "
01/03/2019,Journal Entry,104,,,ANZ  Online Saver,,"30,000.00  ","23,401.77  "
08/03/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"1,000.00  ","22,401.77  "
13/03/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"5,500.00  ","16,901.77  "
14/03/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"10,000.00  ","6,901.77  "
18/03/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,"1,250.00  ",,"8,151.77  "
22/03/2019,Journal Entry,115,,,ANZ  Online Saver,,"5,000.00  ","3,151.77  "
25/03/2019,Journal Entry,98,,,ANZ  Online Saver,,"2,000.00  ","1,151.77  "
29/03/2019,Journal Entry,161,,Deposit,ANZ  Online Saver,4.50  ,,"1,156.27  "
01/04/2019,Journal Entry,99,,,ANZ  Online Saver,,10.00  ,"1,146.27  "
08/04/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,720.00  ,,"1,866.27  "
08/04/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,800.00  ,"1,066.27  "
08/04/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,670.00  ,,"1,736.27  "
11/04/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"1,200.00  ",536.27  
15/04/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,500.00  ,36.27  
09/05/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,"1,500.00  ",,"1,536.27  "
13/05/2019,Journal Entry,118,,,ANZ  Online Saver,,280.00  ,"1,256.27  "
14/05/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,"1,000.00  ",256.27  
17/05/2019,Cheque Expense,,Transfer Money,,ANZ  Online Saver,,250.00  ,6.27  
01/11/2019,Deposit,,,,ANZ  Online Saver,"2,600.00  ",,"2,606.27  "
11/11/2019,Expense,,,,ANZ  Online Saver,,"1,600.00  ","1,006.27  "
14/11/2019,Expense,,,,ANZ  Online Saver,,"1,000.00  ",6.27  
25/08/2020,Transfer,,,,ANZ  Online Saver,"90,000.00  ",,"90,006.27  "
31/08/2020,Deposit,,ANZ Bank,,ANZ  Online Saver,0.73  ,,"90,007.00  "
09/09/2020,Transfer,,,,ANZ  Online Saver,,"90,000.00  ",7.00  
30/09/2020,Deposit,,ANZ Bank,,ANZ  Online Saver,1.11  ,,8.11  
11/06/2021,Transfer,,,,ANZ  Online Saver,"93,700.00  ",,"93,708.11  "
25/06/2021,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","43,708.11  "
28/06/2021,Transfer,,,,ANZ  Online Saver,,"38,000.00  ","5,708.11  "
30/06/2021,Journal Entry,56,,,ANZ  Online Saver,1.99  ,,"5,710.10  "
08/07/2021,Transfer,,,,ANZ  Online Saver,,500.00  ,"5,210.10  "
08/07/2021,Transfer,,,,ANZ  Online Saver,,"4,000.00  ","1,210.10  "
16/07/2021,Transfer,,,,ANZ  Online Saver,,"1,200.00  ",10.10  
30/07/2021,Deposit,,,,ANZ  Online Saver,0.06  ,,10.16  
18/10/2021,Transfer,,,,ANZ  Online Saver,"55,500.00  ",,"55,510.16  "
29/10/2021,Deposit,,ANZ Bank,,ANZ  Online Saver,0.17  ,,"55,510.33  "
22/11/2021,Transfer,,,,ANZ  Online Saver,,"2,700.00  ","52,810.33  "
25/11/2021,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","2,810.33  "
29/11/2021,Transfer,,,,ANZ  Online Saver,,"2,800.00  ",10.33  
30/11/2021,Deposit,,ANZ Bank,,ANZ  Online Saver,0.41  ,,10.74  
22/12/2021,Transfer,,,,ANZ  Online Saver,"50,000.00  ",,"50,010.74  "
31/12/2021,Deposit,,ANZ Bank,,ANZ  Online Saver,0.12  ,,"50,010.86  "
31/01/2022,Deposit,,ANZ Bank,,ANZ  Online Saver,0.43  ,,"50,011.29  "
05/02/2022,Transfer,,,,ANZ  Online Saver,,"5,500.00  ","44,511.29  "
28/02/2022,Deposit,,ANZ Bank,,ANZ  Online Saver,0.35  ,,"44,511.64  "
31/03/2022,Deposit,,ANZ Bank,,ANZ  Online Saver,0.38  ,,"44,512.02  "
29/04/2022,Deposit,,ANZ Bank,,ANZ  Online Saver,0.35  ,,"44,512.37  "
02/05/2022,Transfer,,,,ANZ  Online Saver,,"44,500.00  ",12.37  
31/05/2022,Deposit,,ANZ Bank,,ANZ  Online Saver,0.04  ,,12.41  
29/05/2023,Transfer,,,,ANZ  Online Saver,"6,900.00  ",,"6,912.41  "
31/05/2023,Deposit,,ANZ Bank,,ANZ  Online Saver,0.51  ,,"6,912.92  "
21/06/2023,Transfer,,,,ANZ  Online Saver,,"3,000.00  ","3,912.92  "
30/06/2023,Deposit,,ANZ Bank,,ANZ  Online Saver,5.37  ,,"3,918.29  "
12/08/2023,Transfer,,,,ANZ  Online Saver,,"1,485.50  ","2,432.79  "
22/08/2023,Transfer,,,,ANZ  Online Saver,,400.00  ,"2,032.79  "
08/11/2023,Transfer,,,,ANZ  Online Saver,,32.00  ,"2,000.79  "
08/11/2023,Transfer,,,,ANZ  Online Saver,,"2,000.00  ",0.79  
05/04/2024,Transfer,,,,ANZ  Online Saver,,"20,000.00  ","-19,999.21  "
05/04/2024,Transfer,,,,ANZ  Online Saver,,"30,000.00  ","-49,999.21  "
05/04/2024,Transfer,,,,ANZ  Online Saver,,"20,000.00  ","-69,999.21  "
05/04/2024,Transfer,,,,ANZ  Online Saver,"71,000.00  ",,"1,000.79  "
05/04/2024,Transfer,,,,ANZ  Online Saver,,100.00  ,900.79  
08/05/2024,Transfer,,,,ANZ  Online Saver,,900.00  ,0.79  
28/05/2024,Transfer,,,,ANZ  Online Saver,"9,176.00  ",,"9,176.79  "
29/05/2024,Transfer,,,,ANZ  Online Saver,,"1,070.00  ","8,106.79  "
31/05/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,0.86  ,,"8,107.65  "
26/06/2024,Transfer,,,,ANZ  Online Saver,"6,400.00  ",,"14,507.65  "
28/06/2024,Transfer,,,,ANZ  Online Saver,"25,000.00  ",,"39,507.65  "
28/06/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,8.19  ,,"39,515.84  "
01/07/2024,Transfer,,,,ANZ  Online Saver,,"31,300.00  ","8,215.84  "
01/07/2024,Transfer,,,,ANZ  Online Saver,,"8,200.00  ",15.84  
31/07/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,4.05  ,,19.89  
26/08/2024,Deposit,,,,ANZ  Online Saver,"92,600.00  ",,"92,619.89  "
30/08/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,12.66  ,,"92,632.55  "
10/09/2024,Transfer,,,,ANZ  Online Saver,,"5,000.00  ","87,632.55  "
30/09/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,94.65  ,,"87,727.20  "
03/10/2024,Transfer,,,,ANZ  Online Saver,,"10,000.00  ","77,727.20  "
07/10/2024,Transfer,,,,ANZ  Online Saver,,"2,000.00  ","75,727.20  "
07/10/2024,Transfer,,,,ANZ  Online Saver,,600.00  ,"75,127.20  "
08/10/2024,Transfer,,,,ANZ  Online Saver,,"6,000.00  ","69,127.20  "
10/10/2024,Transfer,,,,ANZ  Online Saver,,"9,000.00  ","60,127.20  "
29/10/2024,Transfer,,,,ANZ  Online Saver,,"9,000.00  ","51,127.20  "
29/10/2024,Deposit,,,,ANZ  Online Saver,"13,600.00  ",,"64,727.20  "
30/10/2024,Transfer,,,,ANZ  Online Saver,,"9,000.00  ","55,727.20  "
31/10/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,66.20  ,,"55,793.40  "
06/11/2024,Transfer,,,,ANZ  Online Saver,,900.00  ,"54,893.40  "
06/11/2024,Transfer,,,,ANZ  Online Saver,,300.00  ,"54,593.40  "
06/11/2024,Transfer,,,,ANZ  Online Saver,,"13,100.00  ","41,493.40  "
06/11/2024,Transfer,,,,ANZ  Online Saver,,"1,200.00  ","40,293.40  "
28/11/2024,Transfer,,,,ANZ  Online Saver,,"2,000.00  ","38,293.40  "
29/11/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,39.58  ,,"38,332.98  "
13/12/2024,Transfer,,,,ANZ  Online Saver,"10,000.00  ",,"48,332.98  "
16/12/2024,Transfer,,,,ANZ  Online Saver,"19,900.00  ",,"68,232.98  "
18/12/2024,Transfer,,,,ANZ  Online Saver,"20,000.00  ",,"88,232.98  "
31/12/2024,Deposit,,ANZ Bank,,ANZ  Online Saver,61.74  ,,"88,294.72  "
02/01/2025,Transfer,,,,ANZ  Online Saver,"10,000.00  ",,"98,294.72  "
09/01/2025,Transfer,,,,ANZ  Online Saver,,"20,500.00  ","77,794.72  "
29/01/2025,Transfer,,,,ANZ  Online Saver,,"1,000.00  ","76,794.72  "
31/01/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,81.41  ,,"76,876.13  "
03/02/2025,Transfer,,,,ANZ  Online Saver,,"2,000.00  ","74,876.13  "
10/02/2025,Transfer,,,,ANZ  Online Saver,,"3,300.00  ","71,576.13  "
24/02/2025,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","21,576.13  "
25/02/2025,Transfer,,,,ANZ  Online Saver,,"15,000.00  ","6,576.13  "
28/02/2025,Journal Entry,161,,,ANZ  Online Saver,56.43  ,,"6,632.56  "
17/03/2025,Transfer,,,null,ANZ  Online Saver,,300.00  ,"6,332.56  "
31/03/2025,Transfer,,,,ANZ  Online Saver,,"3,100.00  ","3,232.56  "
31/03/2025,Transfer,,,null,ANZ  Online Saver,,200.00  ,"3,032.56  "
31/03/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,6.33  ,,"3,038.89  "
23/04/2025,Transfer,,,null,ANZ  Online Saver,"98,800.00  ",,"101,838.89  "
30/04/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,9.77  ,,"101,848.66  "
08/05/2025,Transfer,,,null,ANZ  Online Saver,"100,000.00  ",,"201,848.66  "
12/05/2025,Transfer,,,,ANZ  Online Saver,,"200,000.00  ","1,848.66  "
12/05/2025,Deposit,,,,ANZ  Online Saver,"150,000.00  ",,"151,848.66  "
12/05/2025,Transfer,,,null,ANZ  Online Saver,"6,000.00  ",,"157,848.66  "
13/05/2025,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","107,848.66  "
14/05/2025,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","57,848.66  "
16/05/2025,Transfer,,,,ANZ  Online Saver,,"50,000.00  ","7,848.66  "
30/05/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,28.20  ,,"7,876.86  "
30/06/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,0.89  ,,"7,877.75  "
21/07/2025,Transfer,,,,ANZ  Online Saver,,650.00  ,"7,227.75  "
31/07/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,0.65  ,,"7,228.40  "
15/08/2025,Transfer,,,,ANZ  Online Saver,,"1,300.00  ","5,928.40  "
15/08/2025,Transfer,,,,ANZ  Online Saver,,"2,560.00  ","3,368.40  "
28/08/2025,Transfer,,,,ANZ  Online Saver,,300.00  ,"3,068.40  "
29/08/2025,Deposit,,ANZ Bank,,ANZ  Online Saver,0.30  ,,"3,068.70  "
,,,,,,"A$4,679,038.60  ","A$4,675,969.90  ",
,,,,,,,,
06/08/2010,Journal Entry,41,,Deposit,ANZ Cash Management,"5,010.00  ",,"5,010.00  "
06/08/2010,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"5,007.50  "
16/08/2010,Journal Entry,42,,Deposit,ANZ Cash Management,"16,000.00  ",,"21,007.50  "
17/08/2010,Cheque Expense,,Transfer Money,,ANZ Cash Management,94.56  ,,"21,102.06  "
08/09/2010,Journal Entry,44,,Deposit,ANZ Cash Management,7.48  ,,"21,109.54  "
20/09/2010,Journal Entry,52,,Deposit,ANZ Cash Management,"25,000.00  ",,"46,109.54  "
27/09/2010,Journal Entry,49,,,ANZ Cash Management,,"55,000.00  ","-8,890.46  "
27/09/2010,Journal Entry,34,,,ANZ Cash Management,"16,750.05  ",,"7,859.59  "
08/10/2010,Journal Entry,53,,Deposit,ANZ Cash Management,14.52  ,,"7,874.11  "
18/10/2010,Journal Entry,55,,Deposit,ANZ Cash Management,"18,000.00  ",,"25,874.11  "
28/10/2010,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,200.00  ,"25,674.11  "
08/11/2010,Journal Entry,54,,Deposit,ANZ Cash Management,8.99  ,,"25,683.10  "
14/11/2010,Journal Entry,36,,,ANZ Cash Management,"5,000.00  ",,"30,683.10  "
15/11/2010,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"25,000.00  ","5,683.10  "
23/11/2010,Journal Entry,58,,Deposit,ANZ Cash Management,"3,992.30  ",,"9,675.40  "
08/12/2010,Journal Entry,56,,Deposit,ANZ Cash Management,5.14  ,,"9,680.54  "
07/01/2011,Journal Entry,57,,Deposit,ANZ Cash Management,3.98  ,,"9,684.52  "
08/02/2011,Journal Entry,59,,Deposit,ANZ Cash Management,4.24  ,,"9,688.76  "
08/03/2011,Journal Entry,60,,Deposit,ANZ Cash Management,3.72  ,,"9,692.48  "
20/03/2011,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,639.00  ,"9,053.48  "
08/04/2011,Journal Entry,70,,Deposit,ANZ Cash Management,3.95  ,,"9,057.43  "
30/04/2011,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,554.00  ,"8,503.43  "
06/05/2011,Journal Entry,71,,Deposit,ANZ Cash Management,3.20  ,,"8,506.63  "
14/05/2011,Journal Entry,38,,,ANZ Cash Management,"20,000.00  ",,"28,506.63  "
24/05/2011,Cheque Expense,,ASIC,,ANZ Cash Management,,218.00  ,"28,288.63  "
30/05/2011,Journal Entry,40,,,ANZ Cash Management,"40,000.00  ",,"68,288.63  "
30/05/2011,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"60,000.00  ","8,288.63  "
08/06/2011,Journal Entry,43,,Deposit,ANZ Cash Management,6.70  ,,"8,295.33  "
28/06/2011,Journal Entry,42,,,ANZ Cash Management,"180,000.00  ",,"188,295.33  "
01/07/2011,Cheque Expense,,Transfer Money,,ANZ Cash Management,"75,000.00  ",,"263,295.33  "
03/07/2011,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"257,254.31  ","6,041.02  "
08/07/2011,Journal Entry,45,,Deposit,ANZ Cash Management,38.99  ,,"6,080.01  "
14/07/2011,Journal Entry,46,,Deposit,ANZ Cash Management,"10,195.75  ",,"16,275.76  "
29/07/2011,Cheque Expense,,Payment on behalf of GA/JF McLaren,,ANZ Cash Management,,"2,892.65  ","13,383.11  "
08/08/2011,Journal Entry,48,,Deposit,ANZ Cash Management,2.83  ,,"13,385.94  "
08/08/2011,Journal Entry,47,,Deposit,ANZ Cash Management,"32,007.97  ",,"45,393.91  "
09/08/2011,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"35,000.00  ","10,393.91  "
10/08/2011,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"10,000.00  ",393.91  
08/09/2011,Journal Entry,49,,Deposit,ANZ Cash Management,0.39  ,,394.30  
08/09/2011,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,391.80  
25/09/2011,Journal Entry,51,,Deposit,ANZ Cash Management,"5,000.00  ",,"5,391.80  "
25/09/2011,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,"4,769.00  ",622.80  
03/10/2011,Journal Entry,54,,Deposit,ANZ Cash Management,"30,000.00  ",,"30,622.80  "
07/10/2011,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"30,620.30  "
07/10/2011,Journal Entry,56,,Deposit,ANZ Cash Management,0.84  ,,"30,621.14  "
18/10/2011,Cheque Expense,,Payment on behalf of GA/JF McLaren,,ANZ Cash Management,,"5,824.80  ","24,796.34  "
18/10/2011,Cheque Expense,,Payment on behalf of GA/JF McLaren,,ANZ Cash Management,,"10,000.00  ","14,796.34  "
20/10/2011,Journal Entry,55,,Deposit,ANZ Cash Management,"50,000.00  ",,"64,796.34  "
23/10/2011,Journal Entry,47,,,ANZ Cash Management,,"60,000.00  ","4,796.34  "
28/10/2011,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,643.00  ,"4,153.34  "
30/10/2011,Journal Entry,47,,,ANZ Cash Management,,220.20  ,"3,933.14  "
08/11/2011,Journal Entry,46,,Deposit,ANZ Cash Management,8.02  ,,"3,941.16  "
08/11/2011,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,938.66  "
06/12/2011,Journal Entry,52,,Deposit,ANZ Cash Management,0.32  ,,"3,938.98  "
06/12/2011,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,936.48  "
06/01/2012,Journal Entry,51,,Deposit,ANZ Cash Management,0.31  ,,"3,936.79  "
06/01/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,934.29  "
08/02/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,931.79  "
08/02/2012,Journal Entry,60,,Deposit,ANZ Cash Management,0.36  ,,"3,932.15  "
28/02/2012,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,419.00  ,"3,513.15  "
08/03/2012,Journal Entry,62,,Deposit,ANZ Cash Management,0.30  ,,"3,513.45  "
08/03/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,510.95  "
05/04/2012,Journal Entry,71,,Deposit,ANZ Cash Management,0.27  ,,"3,511.22  "
05/04/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,508.72  "
30/04/2012,Cheque Expense,1,Australian Taxation Office,,ANZ Cash Management,,408.00  ,"3,100.72  "
08/05/2012,Journal Entry,52,,Deposit,ANZ Cash Management,0.31  ,,"3,101.03  "
08/05/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,098.53  "
08/06/2012,Journal Entry,53,,Deposit,ANZ Cash Management,0.26  ,,"3,098.79  "
08/06/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"3,096.29  "
23/06/2012,Cheque Expense,,ASIC,,ANZ Cash Management,,226.50  ,"2,869.79  "
05/07/2012,Cheque Expense,,ASIC,,ANZ Cash Management,,69.00  ,"2,800.79  "
06/07/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,798.29  "
06/07/2012,Journal Entry,59,,Deposit,ANZ Cash Management,0.23  ,,"2,798.52  "
27/07/2012,Journal Entry,62,,Deposit,ANZ Cash Management,"3,000.00  ",,"5,798.52  "
27/07/2012,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,"3,602.00  ","2,196.52  "
08/08/2012,Journal Entry,67,,Deposit,ANZ Cash Management,0.23  ,,"2,196.75  "
08/08/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,194.25  "
07/09/2012,Journal Entry,68,,Deposit,ANZ Cash Management,0.18  ,,"2,194.43  "
07/09/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,191.93  "
17/09/2012,Cheque Expense,,Transfer Money,,ANZ Cash Management,"70,000.00  ",,"72,191.93  "
24/09/2012,Journal Entry,70,,,ANZ Cash Management,,"70,000.00  ","2,191.93  "
08/10/2012,Journal Entry,76,,Deposit,ANZ Cash Management,4.10  ,,"2,196.03  "
08/10/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,193.53  "
29/10/2012,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,190.00  ,"2,003.53  "
08/11/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,001.03  "
08/11/2012,Journal Entry,58,,Deposit,ANZ Cash Management,0.18  ,,"2,001.21  "
07/12/2012,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"1,998.71  "
07/12/2012,Journal Entry,65,,Deposit,ANZ Cash Management,0.16  ,,"1,998.87  "
02/01/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,"15,000.00  ",,"16,998.87  "
03/01/2013,Journal Entry,59,,Deposit,ANZ Cash Management,"20,000.00  ",,"36,998.87  "
03/01/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"16,500.00  ","20,498.87  "
03/01/2013,Journal Entry,67,,Deposit,ANZ Cash Management,"30,000.00  ",,"50,498.87  "
04/01/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"30,000.00  ","20,498.87  "
04/01/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"20,000.00  ",498.87  
08/01/2013,Journal Entry,73,,Deposit,ANZ Cash Management,0.18  ,,499.05  
08/01/2013,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,496.55  
22/01/2013,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,962.00  ,-465.45  
22/01/2013,Journal Entry,60,,Deposit,ANZ Cash Management,"1,000.00  ",,534.55  
08/02/2013,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,532.05  
08/03/2013,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,529.55  
08/04/2013,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,527.05  
28/04/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,100.00  ,,627.05  
28/04/2013,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,51.00  ,576.05  
08/05/2013,Cheque Expense,2,ANZ Bank,,ANZ Cash Management,,2.50  ,573.55  
09/05/2013,Journal Entry,76,,,ANZ Cash Management,,"55,000.00  ","-54,426.45  "
09/05/2013,Journal Entry,77,,Deposit,ANZ Cash Management,"55,000.00  ",,573.55  
23/05/2013,Cheque Expense,,ASIC,,ANZ Cash Management,,230.00  ,343.55  
08/06/2013,Cheque Expense,3,ANZ Bank,,ANZ Cash Management,,2.50  ,341.05  
08/07/2013,Cheque Expense,4,ANZ Bank,,ANZ Cash Management,,2.50  ,338.55  
04/08/2013,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,"1,140.00  ",-801.45  
04/08/2013,Journal Entry,65,,Deposit,ANZ Cash Management,"1,000.00  ",,198.55  
08/08/2013,Cheque Expense,5,ANZ Bank,,ANZ Cash Management,,2.50  ,196.05  
08/09/2013,Cheque Expense,6,ANZ Bank,,ANZ Cash Management,,2.50  ,193.55  
08/10/2013,Cheque Expense,7,ANZ Bank,,ANZ Cash Management,,2.50  ,191.05  
20/10/2013,Cheque Expense,8,Australian Taxation Office,,ANZ Cash Management,,345.00  ,-153.95  
20/10/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,500.00  ,,346.05  
08/11/2013,Cheque Expense,9,ANZ Bank,,ANZ Cash Management,,2.50  ,343.55  
08/12/2013,Cheque Expense,10,ANZ Bank,,ANZ Cash Management,,2.50  ,341.05  
16/12/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"80,000.00  ","-79,658.95  "
16/12/2013,Cheque Expense,,Transfer Money,,ANZ Cash Management,"80,000.00  ",,341.05  
08/01/2014,Cheque Expense,11,ANZ Bank,,ANZ Cash Management,,2.50  ,338.55  
08/01/2014,Journal Entry,69,,Deposit,ANZ Cash Management,0.22  ,,338.77  
29/01/2014,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,75.10  ,263.67  
08/02/2014,Cheque Expense,12,ANZ Bank,,ANZ Cash Management,,2.50  ,261.17  
08/03/2014,Cheque Expense,13,ANZ Bank,,ANZ Cash Management,,2.50  ,258.67  
11/03/2014,Journal Entry,79,,Deposit,ANZ Cash Management,"50,000.00  ",,"50,258.67  "
11/03/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ",258.67  
08/04/2014,Cheque Expense,14,ANZ Bank,,ANZ Cash Management,,2.50  ,256.17  
26/04/2014,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,935.00  ,-678.83  
26/04/2014,Journal Entry,87,,Deposit,ANZ Cash Management,"2,000.00  ",,"1,321.17  "
26/04/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,,800.00  ,521.17  
26/04/2014,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,310.00  ,211.17  
08/05/2014,Cheque Expense,15,ANZ Bank,,ANZ Cash Management,,2.50  ,208.67  
11/05/2014,Journal Entry,88,,Deposit,ANZ Cash Management,250.00  ,,458.67  
23/05/2014,Cheque Expense,,ASIC,,ANZ Cash Management,,236.00  ,222.67  
08/06/2014,Cheque Expense,16,ANZ Bank,,ANZ Cash Management,,2.50  ,220.17  
23/06/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"200,000.00  ","-199,779.83  "
23/06/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,"200,000.00  ",,220.17  
23/06/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,"200,000.00  ",,"200,220.17  "
23/06/2014,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"200,000.00  ",220.17  
08/07/2014,Journal Entry,97,,Deposit,ANZ Cash Management,0.55  ,,220.72  
08/07/2014,Cheque Expense,17,ANZ Bank,,ANZ Cash Management,,2.50  ,218.22  
28/07/2014,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,"1,481.00  ","-1,262.78  "
28/07/2014,Journal Entry,99,,Deposit,ANZ Cash Management,"1,127.71  ",,-135.07  
28/07/2014,Journal Entry,101,,Deposit,ANZ Cash Management,150.00  ,,14.93  
08/08/2014,Cheque Expense,18,ANZ Bank,,ANZ Cash Management,,2.50  ,12.43  
